"","(Intercept)","aspect","bldg","dforcore","dfresh","dmarine","elev","pfor","pgra","ptcc","pwet","road","slope","df","logLik","AICc","delta","weight"
"1955",0,NA,4.31018207077228,NA,NA,NA,6.48270788011621,NA,-68.1575136693733,-3.49144685010558,4.29790164662456,2.29934535695866,NA,7,-107.590771346066,229.234547898,1.87513502468087,0.00486904139173277
"940",0,5.42975899252181,4.56677474463805,NA,0.841244043020112,NA,6.54338244319004,NA,-69.65475981733,-4.03367549856406,4.49622005193319,NA,NA,8,-106.60955982408,229.287301466343,1.92788859302311,0.00474229072397797
"684",0,5.16799574372608,5.8879832466779,NA,0.695343561699059,NA,5.6178593893237,NA,-56.630993850056,NA,4.2263623357844,NA,NA,7,-107.617987993439,229.288981192746,1.92956831942615,0.00473830952057513
"740",0,5.16961247840035,5.65818775603976,NA,NA,NA,6.09867439882575,-0.706435720602556,-55.8956027246556,NA,4.37694486089084,NA,NA,7,-107.628483537155,229.309972280178,1.95055940685839,0.00468883845286722
"420",0,5.04918475404972,4.08360626716388,NA,NA,NA,5.44874557969185,NA,-65.9373660094206,-3.55529162145722,NA,NA,NA,6,-108.63642835473,229.312591808798,1.95317893547829,0.0046827011996615
"1716",0,5.26668097046893,5.5111665236346,NA,NA,-1.81476578217387,6.0658465754512,NA,-61.5929422719583,NA,4.21566626270751,2.67990094843796,NA,8,-106.630724700091,229.329631218365,1.97021834504523,0.00464297543404104
"680",0,5.17643105490028,5.91518029797126,0.148095663746795,NA,NA,5.82038323294464,NA,-55.5959034488334,NA,4.2402361127961,NA,NA,7,-107.658039892617,229.369084991103,2.00967211778323,0.00455228148100321
"936",0,5.41503550988309,4.59901351371453,-0.2922178879513,NA,NA,6.96639122807065,NA,-66.0959812682364,-4.06207124095788,4.50887310880276,NA,NA,8,-106.661102399304,229.390386616791,2.03097374347135,0.0045040532736564
"691",0,NA,5.50832350835673,NA,NA,-1.7147452631775,6.03175826835266,NA,-61.6830158997959,NA,3.65343214883657,NA,NA,6,-108.736193819742,229.512122738821,2.15270986550172,0.00423807712375205
"3748",0,5.08594267465603,5.7330008860106,NA,NA,NA,5.60476732518118,NA,-54.9679493334414,NA,4.2746416432733,2.64513620102422,1.42250544324243,8,-106.746525978596,229.561233775375,2.20182090205537,0.00413527627302918
"930",0,4.93886607557747,NA,NA,NA,NA,6.57455322137681,NA,-72.4299153105897,-6.04759295268711,3.70321597189036,NA,NA,6,-108.777434736041,229.594604571419,2.23519169809967,0.00406684998986374
"1188",0,4.92990861629556,5.01797594872926,NA,NA,NA,4.53060728704316,NA,-56.6526510857205,NA,NA,2.43477335538658,NA,6,-108.790989945963,229.621714991263,2.26230211794405,0.00401209493109266
"419",0,NA,3.9175259228054,NA,NA,NA,5.30214228289075,NA,-67.8404624606604,-3.49651377074357,NA,NA,NA,5,-109.818882502425,229.666133799176,2.30672092585621,0.00392397090736919
"180",0,4.96491213236817,5.13182157648504,NA,NA,-2.47394947237682,5.26398063552592,NA,-62.792364670743,NA,NA,NA,NA,6,-108.818612811007,229.676960721351,2.31754784803206,0.00390278603702381
"2020",0,5.47011918468813,5.02759928861231,NA,NA,NA,6.17608143207625,2.494390153967,-67.7784890634034,-4.90566986360094,4.41084124967243,2.64854084160249,NA,9,-105.830861737296,229.746991120257,2.38757824693784,0.00376849405636143
"4004",0,5.2814640373948,4.54254002388503,NA,NA,NA,6.60218792588938,NA,-66.0883610961355,-3.78200951926792,4.56502266450013,2.37840887491418,1.46659559828326,9,-105.887535236338,229.860338118341,2.50092524502139,0.00356085957036554
"1708",0,5.20398588904389,5.68549581110303,NA,0.760235091005314,NA,5.41625261994021,NA,-57.6344056112229,NA,4.43561106820374,2.59011500392453,NA,8,-106.90391538034,229.876012578861,2.51659970554164,0.00353306136673533
"1187",0,NA,4.93847473162469,NA,NA,NA,4.47307652039387,NA,-58.7087825936331,NA,NA,2.37646318699344,NA,5,-109.960895644511,229.950160083349,2.59074721002938,0.00340447582685574
"1704",0,5.21758820574667,5.74134692602803,0.274606630319737,NA,NA,5.61436380804181,NA,-56.4673025630296,NA,4.45429173345831,2.58336282347424,NA,8,-106.947413370827,229.963008559837,2.60359568651728,0.00338267476563283
"1764",0,5.19602393075373,5.73023034693562,NA,NA,NA,5.69740259134916,-0.00967197592928563,-55.8927685763798,NA,4.44359062240632,2.57348723162199,NA,8,-106.953571251428,229.975324321038,2.61591144771907,0.00336190866152918
"683",0,NA,5.6577807606963,NA,0.74496392474998,NA,5.42966680453146,NA,-58.3196278626427,NA,3.88048069854671,NA,NA,6,-108.984863240501,230.009461580339,2.65004870701955,0.00330501243927054
"179",0,NA,5.02537123856133,NA,NA,-2.42796667250143,5.13410312288335,NA,-64.6379652296182,NA,NA,NA,NA,5,-109.991002956799,230.010374707924,2.65096183460503,0.00330350383466955
"739",0,NA,5.42092710222994,NA,NA,NA,5.91651125922855,-0.672607280794068,-57.5145189978824,NA,4.01664391208557,NA,NA,6,-109.003762116973,230.047259333284,2.68784645996425,0.00324313793833544
"1972",0,5.44834413948906,4.54082138620048,NA,NA,-1.1814913204074,6.80620084682617,NA,-70.8611549391497,-3.39141228387566,4.51294913619772,2.41684044545805,NA,9,-105.981838810783,230.048945267231,2.68953239391189,0.00324040523211425
"2723",0,NA,5.65287383077733,NA,NA,NA,5.6751751577785,NA,-56.8763399830932,NA,3.85049961100824,NA,0.297167210789342,6,-109.023415773181,230.086566645699,2.72715377237961,0.00318002069422798
"679",0,NA,5.66407288671923,-0.00325995696336792,NA,NA,5.69665797160733,NA,-56.9634140458302,NA,3.89698677468751,NA,NA,6,-109.032634208899,230.105003517137,2.74559064381725,0.00315084058201055
"995",0,NA,4.57370214784406,NA,NA,NA,6.2789898739317,1.52475562848131,-68.1165889243177,-4.51125129257019,3.86175675408202,NA,NA,7,-108.027648601977,230.108302409822,2.74888953650211,0.00314564772338516
"947",0,NA,4.33127255580311,NA,NA,-1.10847832850648,6.71049295052255,NA,-70.8235062959366,-3.47869002554768,3.82512582897496,NA,NA,7,-108.028582642034,230.110170489936,2.75075761661651,0.00314271093415856
"929",0,NA,NA,NA,NA,NA,6.43645403824342,NA,-73.77765376991,-5.89022478243137,3.39959108237594,NA,NA,5,-110.041933100226,230.112234994779,2.7528221214593,0.00313946853696112
"2212",0,4.82096220672092,5.33202588417976,NA,NA,NA,4.71273083886875,NA,-55.1281233593628,NA,NA,NA,1.79068830617112,6,-109.040769808729,230.121274716797,2.76186184347719,0.00312531059559855
"1715",0,NA,5.29142216538242,NA,NA,-1.75291916268703,5.94289424024871,NA,-63.2068526030537,NA,3.85432994964848,2.58263523686495,NA,7,-108.038337402066,230.12968001,2.7702671366807,0.00311220358101128
"1964",0,5.41164891710373,4.50979262773531,NA,0.875774411160057,NA,6.34978883376708,NA,-70.6710838886416,-3.75355804098108,4.74272159065598,2.35869789053236,NA,9,-106.044447347143,230.174162339951,2.81474946663192,0.00304374862853177
"939",0,NA,4.29485170670697,NA,0.934720333045675,NA,6.24342504970248,NA,-71.0493674556362,-3.81732367370662,4.03381353593481,NA,NA,7,-108.070720379767,230.194445965402,2.8350330920828,0.00301303550657633
"1960",0,5.4015706101371,4.56810431923636,-0.173305019079022,NA,NA,6.74790944753493,NA,-66.7662135156637,-3.76487103198214,4.75002021941665,2.33829499618108,NA,9,-106.105569426171,230.296406498007,2.93699362468789,0.00286327987799769
"2979",0,NA,4.30065792673493,NA,NA,NA,6.56979326414225,NA,-67.7180280163121,-3.79311768315334,3.99653874910636,NA,0.375161395916318,7,-108.127922563274,230.308850332416,2.9494374590962,0.00284552009490783
"935",0,NA,4.30011154697494,-0.400633569494486,NA,NA,6.73379942519739,NA,-67.0082821147095,-3.84085319779872,4.06307711917792,NA,NA,7,-108.129569936588,230.312145079045,2.95273220572565,0.00284083632005906
"418",0,4.7395837241662,NA,NA,NA,NA,5.37885677438125,NA,-70.5242773817615,-5.43736002279625,NA,NA,NA,5,-110.171067505698,230.370503805721,3.01109093240197,0.0027591402411709
"1954",0,4.93799022231408,NA,NA,NA,NA,6.3456968379133,NA,-73.2584140019142,-5.67554208192612,3.94976512734249,2.31839419933331,NA,7,-108.160649974016,230.374305153901,3.01489228058188,0.00275390099543053
"2740",0,5.07824276617408,5.73052192127488,NA,NA,-1.80969572531262,6.16808248988932,NA,-59.1653045493579,NA,3.82251155028503,NA,1.35580345584186,8,-107.171609039814,230.41139989781,3.05198702449059,0.00270329413224318
"484",0,5.17458836439291,4.59753259387552,NA,NA,NA,4.93489362561838,2.80271743999808,-66.4154496158303,-4.85149817381745,NA,NA,NA,7,-108.207207304343,230.467419814554,3.10800694123441,0.00262862558927377
"1204",0,5.00955480774384,4.80101738667027,NA,NA,-2.56187669530176,5.10028323692353,NA,-64.8802177747003,NA,NA,2.55417226287801,NA,7,-108.212082682898,230.477170571665,3.11775769834512,0.00261584123405434
"436",0,5.09459651384511,4.06706670571971,NA,NA,-2.16273560312304,5.85633874616086,NA,-72.7107063085862,-3.25911449897444,NA,NA,NA,7,-108.221445862468,230.495896930804,3.13648405748452,0.00259146295008094
"1444",0,4.99976298352431,4.03074303227135,NA,NA,NA,5.24164233605996,NA,-65.8579247118125,-3.15990560922788,NA,2.08155190778095,NA,7,-108.228578976189,230.510163158246,3.15075028492654,0.00257304352219145
"2468",0,4.9241401878353,4.06843454668083,NA,NA,NA,5.51125648331251,NA,-65.2445409066049,-3.7426192915115,NA,NA,1.99354010050334,7,-108.235085377793,230.523175961454,3.16376308813415,0.0025563566124278
"417",0,NA,NA,NA,NA,NA,5.30134148759793,NA,-72.5786392079827,-5.42237038772047,NA,NA,NA,4,-111.270620012766,230.560143617215,3.2007307438958,0.00250953937064682
"1707",0,NA,5.47638452564444,NA,0.806469203003579,NA,5.30288879187567,NA,-59.4625345649452,NA,4.0868399176562,2.52265868047017,NA,7,-108.287928341231,230.62886188833,3.26944901501025,0.00242477826494916
"172",0,4.92935176277393,5.22565038421869,NA,0.752956221945702,NA,4.39702646820586,NA,-57.5315733710156,NA,NA,NA,NA,6,-109.319971265079,230.679677629496,3.3202647561761,0.00236394589562745
"228",0,4.95654885420883,5.54160760258325,NA,NA,NA,4.49442256544373,0.716015352851266,-55.5414431197109,NA,NA,NA,NA,6,-109.332460171339,230.704655442016,3.34524256869634,0.00233460638746263
"3747",0,NA,5.48953568161412,NA,NA,NA,5.56921340577167,NA,-57.6423255482281,NA,4.03692538072959,2.52227009262734,0.41411882034069,7,-108.32598186591,230.704968937689,3.3455560643699,0.00233424047164066
"1703",0,NA,5.5070812436305,0.142045506885615,NA,NA,5.55233956005503,NA,-58.0241879245151,NA,4.10236303719288,2.51322467444327,NA,7,-108.342094941255,230.737195088379,3.37778221505923,0.00229693007887511
"1763",0,NA,5.48611511735421,NA,NA,NA,5.61186520737778,-0.0493943928619771,-57.7590908257631,NA,4.10729431840275,2.50250182812653,NA,7,-108.343613819091,230.740232844051,3.38081997073181,0.00229344397084311
"2019",0,NA,4.69893340253102,NA,NA,NA,5.99224840054216,2.34528943019642,-68.8804251239523,-4.62362740615162,3.99550243056642,2.54755916346554,NA,8,-107.342852092056,230.753886002295,3.39447312897533,0.00227784091246576
"2996",0,5.30413854684952,4.53463744465205,NA,NA,-1.19168483171599,6.9361123165612,NA,-68.9457443375443,-3.80497896533408,4.06163917314558,NA,1.47113577400625,9,-106.337028941448,230.759325528562,3.39991265524242,0.00227165414181701
"168",0,4.92571266142987,5.26920456879642,-0.140429074507038,NA,NA,4.74391684530953,NA,-55.7834676152891,NA,NA,NA,NA,6,-109.366230795775,230.772196690887,3.41278381756797,0.0022570816686757
"696",0,5.20969824190316,5.75165407260709,0.28438328487831,NA,-1.74825085663981,6.13161779715115,NA,-60.6133812837223,NA,4.01168933055735,NA,NA,8,-107.354192785839,230.77656738986,3.41715451654079,0.00225215454211791
"1012",0,5.47517961995353,5.00047922458995,NA,NA,-1.54303494566131,6.63370201450043,2.19613110375778,-71.3867868456586,-4.68693476044685,3.8768787827914,NA,NA,9,-106.346356794636,230.777981234938,3.41856836161858,0.00225056300592369
"700",0,5.19023463852829,5.74768680645494,NA,0.0622911946699836,-1.71287393371264,6.18862073512238,NA,-60.0506904790463,NA,4.00745532182641,NA,NA,8,-107.360550390852,230.789282599886,3.42986972656689,0.00223788165188482
"756",0,5.19142869601625,5.72693076648384,NA,NA,-1.71903712325478,6.23208511882009,-0.0610454909718868,-59.994605148197,NA,4.01832997245804,NA,NA,8,-107.360640761674,230.789463341529,3.43005046820971,0.00223767942181971
"3044",0,5.32544249858559,4.81968367361212,NA,NA,NA,6.50124737682906,1.47740189649923,-65.8341993252646,-4.78963710712985,4.12179116068241,NA,1.34812057353063,9,-106.358943330542,230.80315430675,3.44374143343103,0.00222241373635487
"2988",0,5.28759803507059,4.5021911259585,NA,1.04175576149011,NA,6.40935578602408,NA,-69.2867830555098,-4.13937591256535,4.29612535956515,NA,1.51317932219766,9,-106.377921900572,230.84111144681,3.48169857349046,0.00218063322288077
"1203",0,NA,4.73411588490168,NA,NA,-2.49001239709609,5.02771694152316,NA,-66.5558553828634,NA,NA,2.47422441071786,NA,6,-109.401076607161,230.841888313659,3.48247544033947,0.00217978635653666
"1443",0,NA,3.89859514142711,NA,NA,NA,5.15156673236204,NA,-67.7144800088016,-3.10877309970619,NA,2.05208878911331,NA,6,-109.409295223838,230.858325547013,3.49891267369401,0.00216194494432365
"3764",0,5.14868814583839,5.49028510704805,NA,NA,-1.92077045414309,6.00826976887102,NA,-60.9191997107548,NA,4.02668435777577,2.77016219676307,1.53802743608335,9,-106.390888897332,230.86704544033,3.50763256701069,0.00215253949820892
"435",0,NA,3.92369738842602,NA,NA,-2.10641378763569,5.70012098632746,NA,-74.2618875305598,-3.18316934259855,NA,NA,NA,6,-109.418927436575,230.877589972487,3.51817709916753,0.00214122060156653
"3236",0,4.81451168999856,5.10001249198262,NA,NA,NA,4.53499106254569,NA,-55.821619966211,NA,NA,2.50643219058281,1.91972707680913,7,-108.419154010645,230.891313227159,3.53190035383923,0.00212657863506117
"2732",0,5.06045079502673,5.88823005913885,NA,0.848649462045409,NA,5.49557911669274,NA,-55.956268691603,NA,4.05537443343827,NA,1.34928537725305,8,-107.432109405397,230.932400628975,3.57298775565602,0.00208333653681782
"2211",0,NA,5.15679790846532,NA,NA,NA,4.57492541638652,NA,-57.8186111567199,NA,NA,NA,0.846475539844257,5,-110.456357014088,230.941082822502,3.58166994918292,0.00207431217331035
"1953",0,NA,NA,NA,NA,NA,6.28548388226824,NA,-74.2498472051568,-5.52460392301891,3.65115140440673,2.25514946077152,NA,6,-109.450826583877,230.941388267092,3.58197539377232,0.00207399540378482
"483",0,NA,4.34369619563511,NA,NA,NA,4.81788835365534,2.59772299837528,-68.3722920939954,-4.71597864716252,NA,NA,NA,6,-109.451166851524,230.942068802386,3.58265592906645,0.00207328981030088
"2788",0,5.06060223506336,5.61797319440367,NA,NA,NA,6.05171337649924,-0.800431742724245,-55.0393315749412,NA,4.22153527908577,NA,1.30111019884028,8,-107.453703132772,230.975588083725,3.61617521040594,0.00203883177676599
"171",0,NA,5.12339245730393,NA,0.823819314105715,NA,4.25615173150725,NA,-59.4970757554983,NA,NA,NA,NA,5,-110.473734806967,230.975838408261,3.61642553494161,0.00203857660792616
"2228",0,4.84528244639393,5.18213745443054,NA,NA,-2.52097377376241,5.31552470196601,NA,-61.8915623280582,NA,NA,NA,1.84872945310509,7,-108.471363969564,230.995733144996,3.63632027167694,0.00201839866058293
"1971",0,NA,4.28325708876457,NA,NA,-1.16313905300602,6.59680226152471,NA,-71.6061912796862,-3.15315869293499,4.05595405470596,2.35448012234996,NA,8,-107.467463556352,231.003108930885,3.64369605756559,0.0020109687312167
"2984",0,5.28475439119453,4.5429813255251,-0.216209324674254,NA,NA,6.87033949872357,NA,-65.2339405928466,-4.137620303022,4.3166296927605,NA,1.3882776235449,9,-106.462632707438,231.010533060541,3.65112018722195,0.00200351772278803
"1004",0,5.45624793597251,4.85482922269896,NA,0.967551087367376,NA,6.17613063132003,1.68727496142118,-70.1501427832817,-4.84226131413999,4.26230473082126,NA,NA,9,-106.469717525897,231.024702697459,3.66528982413959,0.00198937332784261
"2728",0,5.07725957414752,5.91282013825272,0.228996483735316,NA,NA,5.72180144480888,NA,-54.8337830787676,NA,4.07690441427246,NA,1.27652992700949,8,-107.489625777819,231.047433373821,3.68802050050118,0.00196689142641031
"227",0,NA,5.35668460878886,NA,NA,NA,4.42169468590848,0.554628306673605,-57.5040285065682,NA,NA,NA,NA,5,-110.509948510745,231.048265815817,3.68885294249773,0.00196607293524573
"167",0,NA,5.15209109319472,-0.214963482645831,NA,NA,4.65248659465779,NA,-57.5258441564296,NA,NA,NA,NA,5,-110.527345158879,231.083059112084,3.72364623876459,0.00193216564790709
"2978",0,4.79245946858882,NA,NA,NA,NA,6.55552133729843,NA,-71.6112965330405,-6.17707895489823,3.53121137118183,NA,1.57939674112746,7,-108.519157992676,231.09132119122,3.73190831790043,0.00192420025915961
"1508",0,5.17373019663939,4.7576992733597,NA,NA,NA,4.49335804285654,3.81418608078107,-66.9420793833121,-4.89202754103701,NA,2.66781751847197,NA,8,-107.511782205498,231.091746229177,3.73233335585772,0.00192379137353535
"1963",0,NA,4.25654119415391,NA,0.966348144951668,NA,6.11875691542509,NA,-71.8160555889266,-3.53172284253881,4.27938197873459,2.31384196950413,NA,8,-107.513406169384,231.094994156951,3.73558128363109,0.00192066974121433
"1000",0,5.4329590946383,4.87758629186289,-0.443443639079668,NA,NA,6.68937248155436,1.64198343487642,-65.9980780884124,-4.85502441579668,4.27479035969242,NA,NA,9,-106.531365711119,231.147999067903,3.78858619458373,0.00187043587751904
"956",0,5.43792703252641,4.57485142880813,NA,0.476590120770135,-0.920294687349216,6.77379425751564,NA,-70.9475939023918,-3.77870568857246,4.30876416272232,NA,NA,9,-106.542053669681,231.169374985028,3.80996211170884,0.00185055118901893
"952",0,5.4316402932391,4.58798473041631,-0.208932296748996,NA,-1.07816565709458,7.05101440285295,NA,-69.2077726185292,-3.76416069884545,4.28008406828296,NA,NA,9,-106.554986380359,231.195240406383,3.83582753306396,0.00182677263788099
"132",0,4.75886188402709,4.75005017347697,NA,NA,NA,NA,NA,-50.5701392147759,NA,NA,NA,NA,4,-111.588566563599,231.19603671888,3.83662384556106,0.00182604544171899
"428",0,5.02976819698345,4.00430236572287,NA,0.891911139911197,NA,5.07133749696004,NA,-69.011113458624,-3.57790892836173,NA,NA,NA,7,-108.572465138601,231.19793548307,3.83852260975047,0.00182431264954359
"500",0,5.22155154256177,4.79324842549878,NA,NA,-2.74052421075912,5.45429687119923,3.64106593112867,-75.5225960100221,-4.99189846326973,NA,NA,NA,8,-107.568125689553,231.204433197288,3.8450203239689,0.00181839533588078
"4003",0,NA,4.28399431669709,NA,NA,NA,6.45464424108434,NA,-68.0293778646991,-3.49410533939482,4.23053934779627,2.30350711440517,0.413513579706282,8,-107.573153324488,231.214488467157,3.85507559383746,0.0018092760513915
"2036",0,5.53403969625962,5.12118433114483,NA,NA,-1.8146751452274,6.27520996074997,3.26031283043479,-74.0263466107335,-4.8238572159396,3.93264522060634,2.82876202910749,NA,10,-105.558940390426,231.222146183696,3.86273331037648,0.00180236183504447
"1959",0,NA,4.28719228667716,-0.259122459139962,NA,NA,6.57017239835225,NA,-67.5389799172365,-3.5345245761401,4.29660921134147,2.28906734615611,NA,8,-107.585414453116,231.239010724414,3.87959785109419,0.0017872277298736
"748",0,5.17316930287464,5.64105681141397,NA,0.679489562571722,NA,5.84021295603002,-0.677789569474661,-57.2545205165854,NA,4.36040656887943,NA,NA,8,-107.588819962646,231.245821743473,3.88640887015362,0.00178115166073569
"944",0,5.39383339277726,4.51835390657901,-0.56305728519977,0.990422457464637,NA,6.68163012572397,NA,-68.9373140279758,-4.13033570391549,4.49021270191988,NA,NA,9,-106.586534680406,231.258337006477,3.89892413315792,0.00177004067049159
"1780",0,5.27356307118117,5.77662756562754,NA,NA,-2.00539166836358,5.85299297963643,0.788632174658453,-61.3839718214781,NA,4.03550106989474,2.79142753077995,NA,9,-106.597734196151,231.280736037967,3.92132316464779,0.00175032766623239
"424",0,5.02631620453302,4.06034292187687,-0.484794727166794,NA,NA,5.62377359840297,NA,-64.9982526197336,-3.62677767654739,NA,NA,NA,7,-108.617095124338,231.287195454543,3.92778258122402,0.00174468373748955
"688",0,5.16596220734473,5.8875342233854,-0.0250522859723222,0.701263195454368,NA,5.62358410036534,NA,-56.5960127367645,NA,4.22556601976668,NA,NA,8,-107.617939799007,231.304061416197,3.94464854287713,0.00173003271570153
"1252",0,4.99920232042434,5.60501434611484,NA,NA,NA,4.05350030586423,1.570679232428,-55.615587964204,NA,NA,2.70995501093726,NA,7,-108.632370526606,231.31774625908,3.95833338576071,0.0017182355095084
"744",0,5.18260110885218,5.66051418340439,0.161064105822598,NA,NA,6.05076299221552,-0.709559132087363,-56.1925078917131,NA,4.38156489857374,NA,NA,8,-107.626355178463,231.320892175109,3.96147930178913,0.00171553492170585
"1720",0,5.28926479099169,5.51820270670752,0.355995414341082,NA,-1.82325894779669,5.96372154394258,NA,-62.5607925939077,NA,4.23121153534712,2.68546067688548,NA,9,-106.62029196859,231.325851582846,3.96643870952681,0.00171128617311962
"131",0,NA,4.70466566043878,NA,NA,NA,NA,NA,-52.2074945525005,NA,NA,NA,NA,3,-112.658486885177,231.328310567708,3.96889769438869,0.00170918345262695
"1724",0,5.26594447837758,5.50867085215881,NA,0.0768678134342763,-1.78803600351409,6.03044986414333,NA,-61.7130583204228,NA,4.21888177599581,2.67937893000096,NA,9,-106.630270993766,231.345809633198,3.98639675987815,0.00169429412834335
"4068",0,5.3410953248062,4.97748773348484,NA,NA,NA,6.10457395782917,2.4279758257346,-66.6026456336996,-4.91339423828065,4.25187732274159,2.68264214486634,1.41703994910485,10,-105.62452951315,231.353324429144,3.99391155582489,0.00168793993610945
"946",0,4.98791595878516,NA,NA,NA,-1.14239002644345,6.69502785567776,NA,-76.1308447673607,-5.81826744777286,3.44749132273127,NA,NA,7,-108.657491725871,231.36798865761,4.00857578429094,0.00167560902873247
"3756",0,5.09089456559835,5.68705863818624,NA,0.939914686782831,NA,5.26941731962216,NA,-57.0725367260106,NA,4.26592568804894,2.66944067573983,1.52007415191963,9,-106.67142276374,231.428113173146,4.06870029982619,0.00162598606449316
"938",0,4.96386811867544,NA,NA,1.02629570516058,NA,6.21390640976969,NA,-76.5497112031742,-6.09732452913491,3.68045113473709,NA,NA,7,-108.692417772746,231.43784075136,4.07842787804012,0.00161809681256603
"1442",0,4.73403297608467,NA,NA,NA,NA,5.12054123312688,NA,-70.6597321830602,-4.9347046955486,NA,2.11395122741179,NA,6,-109.699173020343,231.438081140023,4.07866826670352,0.00161790233818861
"244",0,4.98170161802841,5.65504537005895,NA,NA,-2.69670817302441,4.99324355040918,1.32860842866397,-62.0979135310255,NA,NA,NA,NA,7,-108.703829342071,231.460663890011,4.10125101669183,0.00159973674644007
"2467",0,NA,3.87868598669705,NA,NA,NA,5.31539382648224,NA,-67.9324532353357,-3.57126741980086,NA,NA,1.00131097369634,6,-109.714905489148,231.469546077633,4.11013320431343,0.00159264791820341
"2739",0,NA,5.49164280928979,NA,NA,-1.73068251055717,6.01272932628451,NA,-61.6040115519749,NA,3.59392657513922,NA,0.367845469497474,7,-108.722147333469,231.497299872806,4.13788699948702,0.00157069954601941
"934",0,4.90992863734529,NA,-0.780285955972815,NA,NA,6.82105564324731,NA,-70.6132832650935,-6.15757348388577,3.71853265416928,NA,NA,7,-108.727949815451,231.508904836771,4.14949196345185,0.0015616119809175
"427",0,NA,3.8493181841213,NA,1.01713801184835,NA,4.88748702061802,NA,-71.3476282286054,-3.54562281970541,NA,NA,NA,6,-109.735381206166,231.51049751167,4.15108463835091,0.00156036890583478
"695",0,NA,5.50936186725583,0.187753386502449,NA,-1.72938624307503,5.9752773341378,NA,-62.1296842071682,NA,3.65391790795299,NA,NA,7,-108.733270391382,231.519545988633,4.16013311531307,0.00155332537011833
"699",0,NA,5.51008663266384,NA,0.1408324729811,-1.66967959820686,5.96926247338918,NA,-61.8468182263481,NA,3.65781012480828,NA,NA,7,-108.734635927643,231.522277061155,4.16286418783568,0.00155120569557544
"755",0,NA,5.50984600462101,NA,NA,-1.71581713702809,6.03068334482705,0.0042709188307363,-61.6818067676548,NA,3.65258323677417,NA,NA,7,-108.736192771148,231.525390748164,4.16597787484477,0.00154879258996536
"1196",0,4.93073569464927,4.94791545726053,NA,0.802294322239363,NA,4.20162128452629,NA,-58.6288723926905,NA,NA,2.44699320448914,NA,7,-108.737109001636,231.52722320914,4.16781033582041,0.00154737418886552
