"","(Intercept)","aspect","dforcore","dfresh","dmarine","elev","pgra","ptcc","pwet","road","slope","df","logLik","AICc","delta","weight"
"470",0,-2.86346339592281,NA,-13.3444913599277,NA,0.452694979403154,NA,8.40422726074286,-4.43302981825904,5.01515035926415,NA,7,-128.410582508203,270.863945765069,1.98367183097037,0.0141326024921913
"486",0,-2.85664668329849,NA,-13.2494231596621,NA,NA,0.464745868655091,8.79694329518161,-4.59100078120809,4.9734331023902,NA,7,-128.418303042437,270.879386833536,1.99911289943776,0.0140239113675059
"334",0,-2.7701604061027,NA,-12.0291400224343,2.44477927307847,NA,NA,6.54099973877415,NA,4.67921156928987,NA,6,-129.429255140236,270.890583590895,2.01030965679632,0.0139456195591852
"336",0,-2.72193085902083,3.5017125030309,-12.3740808732035,3.1062371551155,NA,NA,7.25450638509073,NA,4.42499679590768,NA,7,-128.479631115018,271.002042978699,2.1217690446008,0.0131896938403092
"472",0,-2.83122592805085,3.2939493011084,-14.0313026234705,NA,0.537435085622309,NA,9.41281240451859,-4.72830326380472,4.78258026525907,NA,8,-127.558392844794,271.171810527189,2.29153659309009,0.0121163039645657
"463",0,NA,3.95987999528642,-13.373787607205,3.16004247789024,NA,NA,8.45900304974887,-4.56626830800676,4.32305976118798,NA,7,-128.567192797208,271.17716634308,2.29689240898108,0.0120839010233198
"488",0,-2.82200081173552,3.28364350106158,-13.9222561742207,NA,NA,0.525293380960378,9.8754348128972,-4.91678699206844,4.73037597277285,NA,8,-127.57058274699,271.196190331581,2.3159163974824,0.0119695039608943
"976",0,-3.39047362345634,3.96622296553535,-13.6744392827772,2.96446072554562,NA,NA,8.07903743543499,-4.61785387872683,4.29976741824796,-1.51446868295391,9,-126.66349214486,271.395791629169,2.51551769507034,0.010832614338645
"342",0,-2.86096514643835,NA,-13.1410254258055,NA,1.93329403438553,NA,6.93109254390202,NA,5.09701450326133,NA,6,-129.699668703254,271.431410716932,2.55113678283305,0.0106413982083943
"461",0,NA,NA,-12.9034230489458,2.42936837569611,NA,NA,7.74265360995772,-4.25666095742098,4.65539663794106,NA,6,-129.75247899653,271.537031303484,2.65675736938522,0.010094004084529
"325",0,NA,NA,-12.387843183166,NA,NA,NA,8.7735950806702,NA,4.85814838465226,NA,4,-131.812056630319,271.639374611268,2.75910067716961,0.00959047039892312
"496",0,-2.698127387963,3.93169641701451,-13.6704152526392,3.07087388701971,NA,1.61811807123303,8.26127147478137,-4.60515930322598,4.45341007258093,NA,9,-126.805472447656,271.679752234761,2.79947830066266,0.00939879159161312
"974",0,-3.38485006314643,NA,-13.0927353982672,2.23086798017367,NA,NA,7.30005517592971,-4.32522727004366,4.64813982382641,-1.34542942465249,8,-127.835462362927,271.725949563453,2.8456756293549,0.00918418021944734
"838",0,-3.36221570099878,NA,-12.4218760139798,NA,NA,NA,8.19310358034256,NA,4.82170368131165,-1.15333663286999,6,-129.87396343196,271.780000174344,2.89972624024546,0.00893929884498453
"480",0,-2.72030900050301,3.88305801227003,-13.4427439323752,2.87688898590938,0.120546724807818,NA,7.95355783629015,-4.56271465461894,4.46448970114551,NA,9,-126.874910000612,271.818627340674,2.93835340657586,0.00876830551546469
"494",0,-2.76150804340074,NA,-13.0277686942118,2.32483880739482,NA,1.35879284217831,7.42119977477498,-4.30602775217033,4.75658944902256,NA,8,-127.952825448973,271.960675735546,3.08040180144747,0.00816714481983405
"358",0,-2.82625400268107,NA,-12.2830081696621,NA,NA,0.280426473503506,8.18802812637462,NA,4.91577761387841,NA,6,-129.993094188373,272.018261687169,3.1379877530706,0.00793534158328241
"344",0,-2.83536390683042,2.95041674088114,-13.688214230235,NA,2.05374679157353,NA,7.81117719001318,NA,4.93574914989687,NA,7,-128.995837122044,272.03445499275,3.1541810586516,0.00787135128091617
"478",0,-2.77931904895407,NA,-12.9021610827882,2.15959974851428,0.0957760897093752,NA,7.19618661209312,-4.2781268063561,4.77653904566381,NA,8,-128.000697591453,272.056420020507,3.17614608640844,0.00778537702710083
"327",0,NA,2.88633744361212,-12.7716761302574,NA,NA,NA,9.68066663850072,NA,4.66876384120338,NA,5,-131.119054150059,272.261009063477,3.38073512937837,0.00702835521987991
"200",0,-2.8010504623037,3.82018090714615,-14.6816870376037,NA,NA,NA,7.42582237623155,-5.06915257818668,NA,NA,6,-130.127879951704,272.287833213833,3.40755927973413,0.00693471971810986
"965",0,NA,NA,-13.0399029702756,NA,NA,NA,9.23115181221083,-4.46665003141563,5.01201473151834,0.907174975097768,6,-130.159004373366,272.350082057155,3.46980812305679,0.00672220493289607
"333",0,NA,NA,-12.1703798917011,2.60171196349128,NA,NA,7.06741218507907,NA,4.58896803857356,NA,5,-131.176048904669,272.374998572696,3.49472463859775,0.00663897748203664
"335",0,NA,3.57551116172735,-12.479673392365,3.27359768887872,NA,NA,7.74591277688221,NA,4.32679517641657,NA,6,-130.174607192474,272.381287695371,3.5010137612727,0.00661813359973525
"840",0,-3.39265648160426,2.90495349132874,-12.8774373246745,NA,NA,NA,9.1395179888141,NA,4.61236538687499,-1.29299675624694,7,-129.183700712817,272.410182174297,3.52990824019838,0.00652320720212395
"208",0,-2.67173040375246,4.44800896542138,-14.014014955567,3.37276429888358,NA,NA,5.42741354341455,-4.71872691488136,NA,NA,7,-129.201780048539,272.446340845741,3.56606691164205,0.00640633164881772
"350",0,-2.78717363352788,NA,-12.7842863080198,2.27985768037279,1.65315372128737,NA,5.64082391419697,NA,4.83727025119791,NA,7,-129.215276180226,272.473333109115,3.59305917501604,0.00632045177981458
"198",0,-2.85779336637713,NA,-13.7360215786983,NA,NA,NA,6.00312325085584,-4.7222861318274,NA,NA,5,-131.24343489361,272.509770550578,3.62949661647968,0.00620634384050409
"352",0,-2.73879136565425,3.58585930720735,-13.2376058268331,2.9566188749005,1.75900185124262,NA,6.29478972987852,NA,4.60195377342751,NA,8,-128.231122965454,272.517270768509,3.63699683441041,0.0061831129612153
"469",0,NA,NA,-13.370997013515,NA,0.407099759428886,NA,9.10916400324292,-4.35806485530771,4.93416442480856,NA,6,-130.266572139238,272.565217588901,3.684943654802,0.00603664533693699
"485",0,NA,NA,-13.2975110015385,NA,NA,0.584770144134663,9.4951338999017,-4.49706436146539,4.89825785430611,NA,6,-130.268870485133,272.569814280691,3.68954034659203,0.00602278696966839
"998",0,-3.4307123687989,NA,-13.4711984945723,NA,NA,0.517527621625998,8.88895853014523,-4.60785545610892,4.86121748039229,-1.26347622199957,8,-128.27264584006,272.600316517719,3.72004258362085,0.00593162962444529
"982",0,-3.42182553922229,NA,-13.4964120223399,NA,0.28644227181948,NA,8.59439532366945,-4.50478184382412,4.89128950909126,-1.23051008189018,8,-128.27436233267,272.603749502941,3.72347556884199,0.00592145675934792
"846",0,-3.34123703141416,NA,-12.215261111406,2.49232380270538,NA,NA,6.57502784117388,NA,4.57622224267193,-1.24403676282634,7,-129.287518070878,272.61781689042,3.73754295632097,0.0058799531788564
"848",0,-3.36638394004654,3.58747174315324,-12.6053385543333,3.1692910219879,NA,NA,7.29509812395928,NA,4.29254004515806,-1.41683726162685,8,-128.294500745053,272.644026327706,3.76375239360738,0.0058034007414385
"967",0,NA,3.25685265095155,-13.6409572236058,NA,NA,NA,10.2721981253692,-4.79160174090923,4.7453344492033,0.767290423417235,7,-129.31433995148,272.671460651622,3.79118671752389,0.00572433805112607
"360",0,-2.79452121109153,2.83388717949762,-12.7070661948706,NA,NA,0.294841213625663,9.12338465591617,NA,4.73236360524619,NA,7,-129.334076831221,272.710934411106,3.83066047700743,0.00561246512228061
"366",0,-2.75327149059763,NA,-12.197647111602,2.59550284923952,NA,1.34214179471469,6.71857259794806,NA,4.67086870744625,NA,7,-129.382545722839,272.807872194342,3.92759826024297,0.00534692242185792
"471",0,NA,3.32940649216338,-13.9930686798327,NA,0.475908484327799,NA,10.0818256597991,-4.66073189328823,4.68467516665824,NA,7,-129.383386000142,272.809552748947,3.9292788148482,0.0053424314114193
"487",0,NA,3.32502143345005,-13.9198425068113,NA,NA,0.666445000401391,10.5354410715091,-4.82549485860275,4.64161547986106,NA,7,-129.387594927288,272.817970603238,3.93769666913977,0.00531999276127433
"1000",0,-3.45474823144687,3.35948819990961,-14.2046792947986,NA,NA,0.604582614587535,9.99160148354446,-4.93541060842846,4.58880917706748,-1.40903120822928,9,-127.388521289586,272.845849918622,3.96557598452387,0.00524634836460616
"984",0,-3.44367382510687,3.3604133586356,-14.2236210968419,NA,0.356901775738561,NA,9.62723686325615,-4.80603659867862,4.62677251508542,-1.36611758624391,9,-127.389556587928,272.847920515306,3.96764658120748,0.0052409196395037
"502",0,-2.85999337648263,NA,-13.4063478355102,NA,0.456465856576825,0.473655134603301,8.49380386065566,-4.43751264697032,5.01459624029104,NA,8,-128.404553195215,272.864131228029,3.98385729393078,0.00519861180980487
"368",0,-2.70200397613015,3.53889200468313,-12.6266324610446,3.2763026711576,NA,1.54186956666193,7.4892120744036,NA,4.42814221491355,NA,8,-128.416755182246,272.888535202092,4.00826126799319,0.00513556385335248
"495",0,NA,4.01735715681313,-13.6846341310716,3.3697562864731,NA,1.87333882808671,8.7127413068925,-4.57037611992027,4.32486260850964,NA,8,-128.472172299302,272.999369436205,4.11909550210629,0.00485870784091775
"975",0,NA,3.90598633745308,-13.2421119680237,3.10023104426626,NA,NA,8.39393051959538,-4.54677378643927,4.40743188320519,0.596521547746501,8,-128.51605914319,273.087143123981,4.20686918988196,0.00465008585243843
"341",0,NA,NA,-13.2326505919641,NA,1.80375267828118,NA,7.62307682961923,NA,5.01292355257221,NA,5,-131.546487625713,273.115876014785,4.23560208068687,0.00458375823477366
"504",0,-2.82694362379599,3.30136159550658,-14.1282815265366,NA,0.545858951666909,0.54657430894981,9.52052049106123,-4.73300126778569,4.78582503400468,NA,9,-127.550383932023,273.169575203495,4.28930126939656,0.00446232371445336
"479",0,NA,3.96150094176071,-13.4164381938256,3.14899410877556,0.108028823852285,NA,8.39454671690988,-4.52947533885019,4.33465911163666,NA,8,-128.566395297043,273.187815431686,4.30754149758764,0.00442181183035155
"1008",0,-3.38299350297979,4.02310170235094,-13.9737601030841,3.15555780886526,NA,1.73895216887114,8.33407312886049,-4.61888029187395,4.29764528319515,-1.54601911764001,10,-126.584142723877,273.252415466874,4.3721415327754,0.00428126921362392
"854",0,-3.32585061392889,NA,-13.2442426681203,NA,1.83112969299826,NA,7.04054814066743,NA,5.00328880400284,-1.00376527811719,7,-129.609444306327,273.261669361317,4.38139542721825,0.00426150576440902
"206",0,-2.75440409664256,NA,-13.2277699866898,2.63487630383115,NA,NA,4.268089346395,-4.40668509493884,NA,NA,6,-130.645316343965,273.322705998354,4.44243206425512,0.00413341625374773
"837",0,NA,NA,-12.2015971857131,NA,NA,NA,8.61760898084784,NA,4.97455007357595,1.00315575246227,5,-131.66482459738,273.352549958119,4.47227602402035,0.00407219540368597
"286",0,-3.02813750327635,NA,-13.0845716533666,4.03558853275214,3.69730778968743,NA,NA,NA,3.8664262545364,NA,6,-130.666218584905,273.364510480235,4.48423654613612,0.00404791528517864
"973",0,NA,NA,-12.7406538838279,2.35952457172802,NA,NA,7.64923325401156,-4.23516322717871,4.75501113604423,0.783014513516569,7,-129.664342384217,273.371465517098,4.49119158299897,0.00403386303281021
"992",0,-3.39440936258736,3.96537004104619,-13.6361818044995,2.97802679207034,-0.106810100699336,NA,8.14082795397535,-4.65500782000365,4.28698900410406,-1.5254751543416,10,-126.66275568897,273.40964139706,4.5293674629616,0.00395759511176399
"493",0,NA,NA,-13.0884371410479,2.61486466621763,NA,1.61529334626828,7.92178041867228,-4.25411411159267,4.64227618019111,NA,7,-129.684434507994,273.41164976465,4.53137583055155,0.0039536229536079
"374",0,-2.85764345050777,NA,-13.1857342450471,NA,1.93660128840156,0.339195014039169,6.99611387516385,NA,5.09701632871567,NA,7,-129.696612864693,273.436006478049,4.55573254395006,0.00390576632206527
"398",0,-3.12570059837419,NA,-11.907688135833,5.43811929501358,NA,NA,NA,-3.55909741140918,2.83395889911905,NA,6,-130.7523358316,273.536744973623,4.65647103952455,0.00371390824515528
"142",0,-3.00213874362004,NA,-12.2566554052579,4.81335358776071,NA,NA,NA,-3.98880557274744,NA,NA,5,-131.758204094708,273.539308952774,4.65903501867547,0.00370915010409606
"477",0,NA,NA,-12.9316222548624,2.42103460197372,0.0766972478801071,NA,7.69671126593845,-4.23116211192443,4.66270042381693,NA,7,-129.752087911377,273.546956571417,4.66668263731839,0.0036949941035253
"270",0,-3.11481393556038,NA,-11.2511868074581,5.35440100173084,NA,NA,NA,NA,3.11943843305068,NA,5,-131.788755609027,273.600411981413,4.72013804731444,0.003597543507792
"712",0,-3.63548705402112,3.93266671782635,-15.0352841158318,NA,NA,NA,7.69779081782199,-5.10155189372437,NA,-1.88683998840618,7,-129.791886455709,273.626553660081,4.74627972598262,0.0035508265744871
"1006",0,-3.37702407609793,NA,-13.2635004405122,2.39202953309751,NA,1.44154090993689,7.4790173702906,-4.32071452215523,4.63400222805957,-1.36624785018093,9,-127.781802464232,273.632412267913,4.75213833381463,0.00354044034393718
"357",0,NA,NA,-12.4388684496515,NA,NA,0.417891958539514,8.84985702317932,NA,4.85782911545478,NA,5,-131.807486492723,273.637873748804,4.75759981470554,0.0035307855087194
"343",0,NA,2.98822103701384,-13.7352235722022,NA,1.90870325193332,NA,8.48294933744742,NA,4.84279774139652,NA,6,-130.814814348159,273.661702006742,4.78142807264294,0.00348896887384067
"512",0,-2.69867034216719,3.93332692771091,-13.7104864215167,3.0577584303921,0.105779970517469,1.61585878205759,8.20088727767663,-4.56875448004191,4.46503632455064,NA,10,-126.804740841356,273.693611701833,4.81333776773459,0.00343374462606578
"720",0,-3.53375985167942,4.56347015527549,-14.3681104751257,3.43418819342489,NA,NA,5.65528145968933,-4.73655602910025,NA,-1.96661564797893,8,-128.834923479861,273.724871797323,4.84459786322418,0.00338049228604283
"990",0,-3.3890313747428,NA,-13.0557451164025,2.24555846199974,-0.111419288581861,NA,7.36469458032759,-4.36308852268167,4.63619294399031,-1.35700586262338,9,-127.83468386281,273.73817506507,4.85790113097119,0.00335808110715259
"207",0,NA,4.5536174984822,-14.0056197658727,3.67218830317826,NA,NA,5.87614607947451,-4.74517755504953,NA,NA,6,-130.857657142415,273.747387595254,4.86711366115549,0.00334264846607709
"870",0,-3.36163148594562,NA,-12.4650256368674,NA,NA,0.331734503731259,8.25812196357345,NA,4.82111109966597,-1.15720026210129,7,-129.87109356095,273.784967870563,4.90469393646458,0.00328042605582003
"856",0,-3.3587744265307,3.00863648244753,-13.822981478987,NA,1.94010792534959,NA,7.94057030242643,NA,4.81675726499153,-1.13658540550088,8,-128.879871859175,273.81476855595,4.9344946218514,0.00323190894186514
"144",0,-2.95791751986716,3.16575365572824,-12.7410554853335,5.9676878042844,NA,NA,NA,-4.08212617530111,NA,NA,6,-130.923085333357,273.878243977138,4.99797004303946,0.00313094618920464
"351",0,NA,3.66103899891109,-13.3154239308888,3.1757470456406,1.69145966305028,NA,6.76831479367092,NA,4.48280729276363,NA,7,-129.935749943494,273.914280635651,5.03400670155196,0.00307503697779022
"70",0,-2.84758196242874,NA,-12.9189477367599,NA,NA,NA,5.63151437309749,NA,NA,NA,4,-132.950428176634,273.916117703897,5.03584376979848,0.00307221374821069
"199",0,NA,3.89539731599763,-14.6786146931935,NA,NA,NA,8.10229413849232,-5.05461186238776,NA,NA,5,-131.947541680186,273.91798412373,5.03771018963147,0.00306934806522513
"80",0,-2.70819101242234,4.02517279701653,-13.0315328795569,3.53700282607109,NA,NA,4.79732711796551,NA,NA,NA,6,-130.969286953925,273.970647218275,5.09037328417617,0.00298958217002666
"510",0,-2.76191505954735,NA,-13.0521516745564,2.3155980691299,0.0700297739723549,1.35547185583209,7.38088951991747,-4.28243955901062,4.76349867399693,NA,9,-127.952513579847,273.973834499144,5.09356056504578,0.00298482164528721
"710",0,-3.61852178861752,NA,-14.020754053456,NA,NA,NA,6.23167756524348,-4.75123005478664,NA,-1.7047401423524,6,-130.971636092297,273.975345495017,5.09507156091865,0.00298256747031305
"349",0,NA,NA,-12.8995230783422,2.4846736682134,1.5808768699455,NA,6.15751730610498,NA,4.7272710054694,NA,6,-130.972661178758,273.97739566794,5.09712173384099,0.0029795116472887
"376",0,-2.83149472916639,2.95488382994695,-13.7560122260921,NA,2.06036963337285,0.399590602561488,7.89047468850491,NA,4.93822790235357,NA,8,-128.991625682282,274.038276202163,5.15800226806488,0.00289018103845787
"839",0,NA,2.81981746679715,-12.5983997291836,NA,NA,NA,9.54209000297924,NA,4.7806794776925,0.88060157358,6,-131.00548702222,274.043047354863,5.16277342076432,0.00288329450836369
"288",0,-2.98628060953797,2.82817815052366,-13.6488871938626,4.87198497427497,3.97353491840685,NA,NA,NA,3.5867540343744,NA,7,-130.012320324953,274.06742139857,5.18714746447148,0.00284836898649973
"72",0,-2.8080996608073,3.33548948533931,-13.5542752278894,NA,NA,NA,6.82980715807241,NA,NA,NA,5,-132.058290107175,274.139480977709,5.25920704361033,0.0027475696449495
"845",0,NA,NA,-12.0009700219619,2.53722825366062,NA,NA,6.96704338784458,NA,4.69629860185098,0.889921873750752,6,-131.060685356406,274.153444023236,5.27317008913792,0.00272845422992377
"14",0,-2.99179038287167,NA,-11.6332898625916,4.70191508533407,NA,NA,NA,NA,NA,NA,4,-133.097050522128,274.209362394885,5.32908846078612,0.00265322543952747
"367",0,NA,3.61810612971187,-12.7668183417748,3.47617907535697,NA,1.792763807051,7.99290649437014,NA,4.32742330719361,NA,7,-130.088912207083,274.220605162828,5.34033122872984,0.002638352483033
"864",0,-3.32073911853201,3.65874397773107,-13.3809170512636,3.02561100621239,1.62568031685051,NA,6.39880005654692,NA,4.4651161675974,-1.28074420620969,9,-128.082272499719,274.233352338888,5.35307840478964,0.00262159018596047
"847",0,NA,3.51147778043057,-12.3361827801123,3.2119298221199,NA,NA,7.67043291461845,NA,4.42291750646876,0.721898470575047,7,-130.098631413989,274.240043576642,5.35976964254297,0.0026128339999455
"365",0,NA,NA,-12.3648869401622,2.78699073661776,NA,1.59655244922306,7.2521699593139,NA,4.57603145873061,NA,6,-131.110149659604,274.252372629632,5.37209869553317,0.00259677665932645
"359",0,NA,2.88891456473329,-12.8390750603662,NA,NA,0.443575908783663,9.76677166571977,NA,4.67101689765616,NA,6,-131.113931769263,274.25993684895,5.379662914851,0.00258697391445436
"197",0,NA,NA,-13.7963931055023,NA,NA,NA,6.71984156033935,-4.68654331019511,NA,NA,4,-133.122834629532,274.260930609693,5.38065667559454,0.00258568881719023
"862",0,-3.29807541750258,NA,-12.894073089774,2.33410968461973,1.53397121932517,NA,5.7316905071623,NA,4.73143344576992,-1.11292287886696,8,-129.103729975484,274.262484788567,5.38221085446889,0.00258368028622773
"216",0,-2.80004329119054,3.8160140085768,-14.6012827909205,NA,-0.194558618627132,NA,7.56877311224644,-5.13026258842297,NA,NA,7,-130.125192721573,274.293166191809,5.41289225771015,0.00254434728714819
"232",0,-2.79849659272382,3.82038074310389,-14.7484206677818,NA,NA,0.307740909049935,7.49083600077084,-5.07404662820802,NA,NA,7,-130.125366000144,274.293512748952,5.41323881485317,0.00254390644448025
"981",0,NA,NA,-13.2363356401625,NA,0.579918001456104,NA,8.82807124809608,-4.27738917117157,5.06869545013716,0.956503213028363,7,-130.136479694143,274.315740136949,5.43546620285025,0.00251579077058332
"414",0,-3.0576950116511,NA,-13.1569480423949,4.2529421160977,3.01131332744764,NA,NA,-2.74523912154051,3.54607162497766,NA,7,-130.138529791729,274.319840332122,5.43956639802315,0.00251063843719422
"997",0,NA,NA,-13.1076567680753,NA,NA,0.541529868203382,9.33134806051791,-4.47378876826194,5.01139071931092,0.902497059217282,7,-130.151139927847,274.345060604357,5.46478667025889,0.00247917772359296
"240",0,-2.65187438806865,4.47036795880902,-14.3071134820156,3.51085602823133,NA,1.39963338121097,5.6474165647385,-4.72329586997667,NA,NA,8,-129.148909986161,274.352844809923,5.4725708758242,0.00246954726260548
"382",0,-2.76806750241133,NA,-12.9324436396249,2.42114143187807,1.63802744276223,1.28267302318142,5.82141447531124,NA,4.82670518438163,NA,8,-129.172493581667,274.400012000934,5.5197380668352,0.0024119878555557
"224",0,-2.6698060339911,4.44406439451002,-13.7449498872846,3.44349453942781,-0.63920180419338,NA,5.84344493039898,-4.9294805368781,NA,NA,8,-129.173777233296,274.402579304192,5.52230537009302,0.00240889368975636
"384",0,-2.71596771087565,3.62923202348146,-13.4829493488994,3.12087575491196,1.75481301267,1.52692300978418,6.53251831413717,NA,4.60300381266463,NA,9,-128.169500689466,274.407808718382,5.52753478428315,0.00240260336559586
"872",0,-3.39255874271057,2.90768776911908,-12.9372152066898,NA,NA,0.368290358089929,9.21566273106746,NA,4.61371683418233,-1.29848675599358,8,-129.180193133216,274.415411104032,5.53513716993325,0.00239348794263707
"400",0,-3.07010092864009,2.597898057182,-12.3306436588243,6.37465971766942,NA,NA,NA,-3.69588766020259,2.46246607815054,NA,7,-130.190228787712,274.423238324088,5.54296438998944,0.00238413907007589
"78",0,-2.76712260765483,NA,-12.5006694407191,2.85281463035359,NA,NA,3.79144404313018,NA,NA,NA,5,-132.201204437739,274.425309638837,5.54503570473798,0.00238167119702272
"214",0,-2.85696500636856,NA,-13.6450265995912,NA,-0.241509587616354,NA,6.18108287689057,-4.79677478102303,NA,NA,6,-131.239441998264,274.510957306952,5.63068337285341,0.00228183191268607
"230",0,-2.85470121544073,NA,-13.8013886095908,NA,NA,0.387092933653408,6.08312667572601,-4.72790054769275,NA,NA,6,-131.239456215626,274.510985741676,5.63071180757777,0.00228179947128595
"880",0,-3.35914641946126,3.63047845955345,-12.8810626075779,3.34961895043558,NA,1.65194294333391,7.54539131028612,NA,4.29199124941834,-1.44614864111795,9,-128.223774619889,274.516356579228,5.63608264512948,0.00227568010435193
"878",0,-3.33312563619499,NA,-12.3951888019054,2.65002527963769,NA,1.41835678651758,6.76148881917917,NA,4.56472423250256,-1.26426755683573,8,-129.236057006886,274.527138851373,5.64686491727406,0.00226344461448246
"501",0,NA,NA,-13.4480622400178,NA,0.419107470887188,0.605914208199545,9.2104213391132,-4.36152435928425,4.93419999341538,NA,7,-130.256849248118,274.556479244899,5.67620531079996,0.00223048181318748
"1014",0,-3.42098029098846,NA,-13.5645346107543,NA,0.290861356023278,0.523436083647933,8.69204580527612,-4.50938068329712,4.88958459233776,-1.2359566897162,9,-128.267117293925,274.603041927299,5.72276799320065,0.00217915302498773
"983",0,NA,3.26948114601072,-13.86670029937,NA,0.620792278475847,NA,9.84527670517597,-4.5873507169767,4.81380677385128,0.820295092455584,8,-129.28777061382,274.630566065239,5.75029213114072,0.00214936878720838
"999",0,NA,3.26494476203164,-13.743537913138,NA,NA,0.616912140174055,10.3948841162311,-4.80096253627035,4.74790541063107,0.760148756173701,8,-129.304156429955,274.66333769751,5.78306376341118,0.00211443660321591
"272",0,-3.08160774998569,2.34122796348638,-11.5495719896714,6.17940655531316,NA,NA,NA,NA,2.81206736145931,NA,6,-131.317473789376,274.667020889175,5.7867469550763,0.00211054624890886
"278",0,-3.31504315181113,NA,-14.18534090513,NA,5.58790823842417,NA,NA,NA,3.95198351310191,NA,5,-132.343287669712,274.709476102782,5.82920216868325,0.00206621657405869
"16",0,-2.97166847066911,2.95641174135881,-11.9717678692211,5.72506952073666,NA,NA,NA,NA,NA,NA,5,-132.348028753565,274.718958270488,5.83868433638952,0.0020564436534466
"853",0,NA,NA,-13.0915198708475,NA,1.97222837495097,NA,7.35217631718979,NA,5.16633644177794,1.15564719816713,6,-131.354508681974,274.741090674372,5.86081674027361,0.00203381208639698
"718",0,-3.5406509716797,NA,-13.51915669901,2.68354178008638,NA,NA,4.46729295199871,-4.42856424222572,NA,-1.76863143776871,7,-130.353003200862,274.748787150387,5.86851321628848,0.00202600053342371
"503",0,NA,3.33966676841664,-14.1133375595866,NA,0.493338899074555,0.698849755149302,10.2064636731529,-4.66508606157685,4.68938407541121,NA,8,-129.370471093555,274.79596702471,5.91569309061128,0.00197876662105744
"205",0,NA,NA,-13.2843381664344,2.93065624736071,NA,NA,4.76474905760952,-4.40479537571025,NA,NA,5,-132.388215968332,274.799332700023,5.91905876592472,0.00197543947837935
"1016",0,-3.44339273868078,3.36993611309188,-14.3342435186308,NA,0.366659022970063,0.619184928146349,9.74809061282327,-4.8109792068616,4.62884366198013,-1.37458255627757,10,-127.379479941892,274.843089902905,5.96281596880664,0.00193268899107681
"1007",0,NA,3.96396564295539,-13.5505548526123,3.30757797117864,NA,1.81131050397507,8.64458891035597,-4.55233820038356,4.40544818882087,0.563658968083548,9,-128.426505994639,274.921819328727,6.04154539462837,0.00185808721573817
"416",0,-3.00180825928024,2.87867420095607,-13.770224103161,5.13482807925593,3.26294734735417,NA,NA,-2.79904841624847,3.2314922973264,NA,8,-129.466625452376,274.988275742352,6.10800180825305,0.00179736081151933
"511",0,NA,4.01936095975454,-13.7277094456447,3.35819170924118,0.10916247975619,1.87351393224261,8.6480589745152,-4.53323777592574,4.3365378537609,NA,9,-128.471358954692,275.011525248833,6.13125131473458,0.00177658790945919
"991",0,NA,3.9072976888164,-13.3258773780779,3.07543411544272,0.222246267430164,NA,8.26015579655978,-4.47063075749637,4.43428301205432,0.616121820931034,9,-128.512753670368,275.094314680185,6.21404074608654,0.00170454788284003
"373",0,NA,NA,-13.3008934105611,NA,1.81392042665742,0.525457415686631,7.71276771050293,NA,5.0132024149008,NA,6,-131.539226052173,275.110525414769,6.23025148067035,0.0016907877370341
"30",0,-2.9090856274664,NA,-13.0255111461048,3.80494002993618,2.33278636242791,NA,NA,NA,NA,NA,5,-132.552976936926,275.128854637212,6.24858070311296,0.00167536311306687
