"","(Intercept)","aspect","dforcore","dfresh","dmarine","elev","pgra","ptcc","pwet","road","slope","df","logLik","AICc","delta","weight"
"998",0,-3.43071236878198,NA,-13.471198494495,NA,NA,0.517527622074389,8.88895853014079,-4.60785545517089,4.8612174803775,-1.26347622198493,9,-128.27264584006,274.614099019569,3.72311764723116,0.00582816779264447
"982",0,-3.4218255391715,NA,-13.4964120221873,NA,0.286442271563755,NA,8.59439532389487,-4.50478184129877,4.89128950906481,-1.23051008184656,9,-128.27436233267,274.61753200479,3.72655063245162,0.00581817236668879
"846",0,-3.34123707956007,NA,-12.2152631268754,2.49232380101496,NA,NA,6.57502803803618,NA,4.57622220672446,-1.24403689798302,8,-129.287518070878,274.630060979357,3.73907960701843,0.00578183842546482
"967",0,NA,3.25685265100974,-13.6409572233473,NA,NA,NA,10.2721981252616,-4.79160173888136,4.74533444914775,0.767290423421425,8,-129.31433995148,274.68370474056,3.79272336822146,0.00562881994083945
"368",0,-2.8935288916607,4.8096543762563,-13.0554557390516,4.58263379108987,NA,1.70837694907102,10.2653705569202,NA,4.21620268931336,NA,9,-128.312956295295,274.69471993004,3.8037385577021,0.00559790389641044
"360",0,-2.79452121110495,2.83388718032525,-12.7070661935637,NA,NA,0.294841230846945,9.12338465679265,NA,4.73236360516847,NA,8,-129.334076831222,274.723178500044,3.83219712770551,0.00551881375897016
"366",0,-2.75327149058851,NA,-12.1976471109881,2.5955028487994,NA,1.34214179489638,6.71857259833987,NA,4.67086870746433,NA,8,-129.382545722839,274.820116283278,3.92913491093969,0.0052577019878076
"471",0,NA,3.32940649223824,-13.9930686784629,NA,0.475908482241427,NA,10.0818256615976,-4.66073188783447,4.68467516625518,NA,8,-129.383386000142,274.821796837883,3.93081546554538,0.00525328591578452
"487",0,NA,3.32502143433891,-13.9198425053893,NA,NA,0.6664450161821,10.5354410722367,-4.82549485771978,4.64161547968345,NA,8,-129.387594927287,274.830214692175,3.93923331983706,0.00523122168403314
"1000",0,-3.45474823121403,3.35948820092535,-14.2046792929,NA,NA,0.604582628980769,9.99160148397066,-4.93541060412938,4.58880917671565,-1.4090312077722,10,-127.388521289586,274.861172598293,3.97019122595475,0.00515087132318647
"984",0,-3.44367382468315,3.3604133586149,-14.2236210946659,NA,0.35690177272965,NA,9.62723686572652,-4.80603658298162,4.62677251449138,-1.36611758592556,10,-127.389556587928,274.863243194977,3.97226182263876,0.00514554139415512
"502",0,-2.85999337643583,NA,-13.4063478352772,NA,0.456465856256622,0.47365513482715,8.49380386095696,-4.43751264456768,5.01459624024036,NA,9,-128.404553195215,274.877913729879,3.98693235754058,0.00510793556487558
"495",0,NA,4.01735717011808,-13.6846341148698,3.36975629059669,NA,1.87333888436244,8.71274130829324,-4.57037611564818,4.32486260632018,NA,9,-128.472172299302,275.013151938054,4.12217056571609,0.00477396033555642
"975",0,NA,3.90598634502348,-13.2421119522104,3.10023104202163,NA,NA,8.39393051798994,-4.54677378112847,4.4074318822739,0.596521549390523,9,-128.51605914319,275.10092562583,4.20994425349141,0.00456897721437882
"341",0,NA,NA,-13.2326505916821,NA,1.80375267775397,NA,7.62307683011493,NA,5.01292355247729,NA,6,-131.546487625713,275.12504856185,4.23406718951168,0.00451419965484008
"80",0,-2.97754449831688,5.92149838542989,-13.6289678681812,5.51338396866238,NA,NA,9.28506710411533,NA,NA,NA,7,-130.548628876905,275.140038502473,4.24905713013476,0.00448049233790758
"504",0,-2.82694362327242,3.3013615959458,-14.1282815229795,NA,0.545858947582734,0.546574314335005,9.52052049493622,-4.73300125313673,4.7858250329788,NA,10,-127.550383932023,275.184897883166,4.29391651082761,0.00438111495047018
"479",0,NA,3.9615009449359,-13.4164381802168,3.14899410825083,0.108028815355073,NA,8.39454672323995,-4.5294753345093,4.33465910954723,NA,9,-128.566395297043,275.201597933535,4.31061656119721,0.00434468483814155
"1008",0,-3.38299350184863,4.02310171555531,-13.9737600829743,3.15555780937131,NA,1.73895219835079,8.33407312857596,-4.6188802818247,4.29764528089826,-1.54601911500158,11,-126.584142723877,275.269280091977,4.37829871963885,0.00420011599384876
"854",0,-3.3258506138282,NA,-13.2442426677259,NA,1.8311296922495,NA,7.04054814137434,NA,5.00328880387622,-1.00376527805317,8,-129.609444306327,275.273913450254,4.38293207791588,0.00419039693506368
"206",0,-2.75440409664096,NA,-13.2277699859898,2.6348763033435,NA,NA,4.26808934680885,-4.4066850937073,NA,NA,7,-130.645316343965,275.333413436593,4.442432064255,0.00406756878229889
"837",0,NA,NA,-12.2015985058593,NA,NA,NA,8.61760910972547,NA,4.97455004136149,1.0031556830357,6,-131.66482459738,275.361722505184,4.47074113284583,0.0040103997951502
"286",0,-3.02813738144277,NA,-13.0845679695888,4.03559012369109,3.69730351971848,NA,NA,NA,3.86642452251445,NA,7,-130.66621858491,275.375217918483,4.48423654614487,0.00398342988862574
"973",0,NA,NA,-12.7406538835571,2.35952457153503,NA,NA,7.6492332541556,-4.23516322664747,4.75501113605347,0.783014513576244,8,-129.664342384217,275.383709606035,4.49272823369665,0.00396655272188708
"493",0,NA,NA,-13.0884371408742,2.61486466608318,NA,1.61529334634891,7.92178041879871,-4.25411411126409,4.64227618019421,NA,8,-129.684434507993,275.423893853587,4.53291248124873,0.0038876515539566
"992",0,-3.39440936168002,3.96537004524064,-13.6361817874948,2.97802679215189,-0.106810111403753,NA,8.1408279612765,-4.65500780581044,4.28698900126053,-1.52547515328084,11,-126.66275568897,275.426506022164,4.53552464982556,0.00388257726778719
"720",0,-3.64600820202264,6.06752606365787,-14.7357451420272,4.73117168315933,NA,NA,8.86798616203951,-4.71296154050951,NA,-1.6836350287048,9,-128.684341286413,275.437489912275,4.54650853993718,0.00386131281181671
"374",0,-2.85764345041782,NA,-13.185734244526,NA,1.93660128758948,0.339195014489845,6.9961138759554,NA,5.09701632856554,NA,8,-129.696612864693,275.448250566986,4.55726919464752,0.00384059347326223
"398",0,-3.12570055567548,NA,-11.9076888641297,5.43811890225943,NA,NA,NA,-3.55909720565663,2.83395877536141,NA,7,-130.752335831599,275.547452411862,4.65647103952398,0.00365474375454505
"142",0,-3.00213863061315,NA,-12.2566497344948,4.8133522846782,NA,NA,NA,-3.98880439214989,NA,NA,6,-131.758204094711,275.548481499846,4.65750012750766,0.00365286371182825
"477",0,NA,NA,-12.9316222545449,2.42103460191493,0.0766972475608809,NA,7.6967112662417,-4.23116211151872,4.6627004237662,NA,8,-129.752087911377,275.559200660354,4.66821928801608,0.00363333826644197
"270",0,-3.11481390080856,NA,-11.2511859467189,5.35440043884544,NA,NA,NA,NA,3.1194382532643,NA,6,-131.788755609027,275.609584528478,4.71860315614015,0.00354295074682127
"512",0,-2.88313517084388,5.07427194434443,-14.2118808563095,4.01027328371871,0.447418312081466,1.73889766139768,10.3444799541968,-4.45916543771438,4.33217883576456,NA,11,-126.758115708975,275.617226062174,4.72624468983628,0.00352943978561619
"712",0,-3.63548705383367,3.9326667183823,-15.03528411485,NA,NA,NA,7.69779081779541,-5.10155188800267,NA,-1.88683998828064,8,-129.791886455709,275.638797749018,4.7478163766803,0.00349157636226651
"357",0,NA,NA,-12.4388684496078,NA,NA,0.417891959213097,8.84985702320857,NA,4.85782911545603,NA,6,-131.807486492723,275.647046295869,4.7560649235308,0.00347720580109498
"1006",0,-3.37702407606012,NA,-13.2635004402158,2.3920295329044,NA,1.44154090999053,7.47901737044707,-4.32071452135359,4.63400222805616,-1.36624785009822,10,-127.781802464232,275.647734947584,4.75675357524551,0.00347600871533194
"343",0,NA,2.9882210373479,-13.7352235690991,NA,1.90870324739411,NA,8.4829493416588,NA,4.84279774045474,NA,7,-130.814814348159,275.672409444981,4.78142807264288,0.00343338778444562
"207",0,NA,5.5469532132758,-14.2988422896682,4.55511421680614,NA,NA,8.01385612292585,-4.68945522858485,NA,NA,7,-130.817107218688,275.676995186039,4.78601381370083,0.00342552448898428
"990",0,-3.3890313746942,NA,-13.0557451159921,2.24555846193331,-0.111419288981034,NA,7.36469458069967,-4.36308852158034,4.6361929439311,-1.357005862531,10,-127.83468386281,275.75349774474,4.86251637240161,0.00329696819076347
"240",0,-2.93558956729943,6.30273681872716,-14.9063444689382,5.17245870981893,NA,1.81857270464646,9.69190311646607,-4.72067928317421,NA,NA,9,-128.850581295961,275.769969931372,4.87898855903416,0.0032699255687284
"870",0,-3.36163148593127,NA,-12.4650256368217,NA,NA,0.331734504404935,8.25812196360653,NA,4.82111109966791,-1.1572002620767,8,-129.87109356095,275.7972119595,4.90623058716147,0.0032256878319447
"856",0,-3.35877442583286,3.0086364829079,-13.8229814747505,NA,1.94010791900209,NA,7.94057030831485,NA,4.81675726372324,-1.13658540532223,9,-128.879871859175,275.828551057799,4.9375696854612,0.00317553670682943
"144",0,-2.9579175377475,3.16575374682637,-12.7410572694231,5.96768783778958,NA,NA,NA,-4.08212638233069,NA,NA,7,-130.923085333357,275.888951415377,4.99797004303844,0.00308106858744876
"70",0,-2.84758194691591,NA,-12.9189492515396,NA,NA,NA,5.63151458510563,NA,NA,NA,5,-132.950428176634,275.923757116626,5.03277574428819,0.00302791308126947
"351",0,NA,3.66103900277575,-13.3154238999613,3.17574704366524,1.69145964526302,NA,6.76831480738698,NA,4.4828072893231,NA,8,-129.935749943494,275.926524724588,5.03554335224953,0.00302372594085343
"199",0,NA,3.89539731637809,-14.6786146927003,NA,NA,NA,8.10229413843886,-5.05461186108261,NA,NA,6,-131.947541680186,275.927156670796,5.03617529845775,0.00302277067570892
"224",0,-2.9494922990284,6.16414542433468,-14.5115081776283,4.92807212027974,-0.143488746575942,NA,9.28167327317889,-4.75759654884178,NA,NA,9,-128.933302821837,275.935412983123,5.04443161078461,0.00301031792744274
"710",0,-3.618521788603,NA,-14.0207540534085,NA,NA,NA,6.23167756523806,-4.7512300537627,NA,-1.70474014234642,7,-130.971636092297,275.986052933257,5.09507156091877,0.0029350536187456
"349",0,NA,NA,-12.8995230774655,2.48467366799357,1.58087686913294,NA,6.15751730691151,NA,4.72727100535157,NA,7,-130.972661178758,275.988103106179,5.09712173384122,0.00293204647657175
"510",0,-2.76191505953206,NA,-13.052151673988,2.31559806905707,0.0700297734308931,1.35547185601886,7.38088952043354,-4.28243955782315,4.7634986739124,NA,10,-127.952513579847,275.989157178815,5.0981758064766,0.00293050158873519
"864",0,-3.40245076757511,5.04877666527206,-13.8752694715933,4.2729909175209,2.0615921252157,NA,9.26426060728248,NA,4.3271217897018,-1.02129428138222,10,-127.959640438896,276.003410896912,5.11242952457394,0.00290969056367776
"384",0,-2.94637053960201,5.25643729009804,-14.0707419197602,4.61083989833394,2.20739223790378,1.70606786748404,9.88379942689707,NA,4.3980728731624,NA,10,-127.977820457264,276.039770933648,5.14878956131025,0.00285727028043169
"376",0,-2.83149472831218,2.9548838307835,-13.7560122201724,NA,2.0603696260349,0.399590608335563,7.89047469571128,NA,4.93822790077654,NA,9,-128.991625682282,276.052058704013,5.16107733167456,0.00283976935677814
"839",0,NA,2.81981749917161,-12.5984010389526,NA,NA,NA,9.54209012741551,NA,4.78067944050913,0.880601504870688,7,-131.005487022219,276.053754793102,5.16277342076381,0.00283736212673056
"288",0,-2.98628060953308,2.82817815050595,-13.6488871937775,4.8719849742947,3.97353491835262,NA,NA,NA,3.58675403435512,NA,8,-130.012320324953,276.079665487507,5.18868411516871,0.0028008402031615
"72",0,-2.80809964799628,3.33548952402839,-13.5542768345641,NA,NA,NA,6.82980736002188,NA,NA,NA,6,-132.058290107175,276.148653524773,5.25767215243536,0.00270587524638309
"845",0,NA,NA,-12.0009714347446,2.53722824626361,NA,NA,6.96704353267222,NA,4.69629857404808,0.889921800609684,7,-131.060685356406,276.164151461476,5.27317008913769,0.0026849885344858
"14",0,-2.99179038064855,NA,-11.633290519646,4.70191511273254,NA,NA,NA,NA,NA,NA,5,-133.097050522128,276.217001807614,5.32602043527601,0.00261496649462638
"367",0,NA,3.61810599127586,-12.7668196265727,3.47617877112835,NA,1.79276107865249,7.99290647893346,NA,4.32742331598381,NA,8,-130.088912207082,276.232849251764,5.34186787942588,0.00259432810131635
"847",0,NA,3.51147781726055,-12.3361841063725,3.21192981240244,NA,NA,7.67043304727218,NA,4.42291747445674,0.721898403359085,8,-130.098631413989,276.252287665578,5.36130629324032,0.00256923542768496
"365",0,NA,NA,-12.3648869397468,2.78699073632235,NA,1.59655244938056,7.25216995959923,NA,4.57603145874698,NA,7,-131.110149659604,276.263080067871,5.37209869553288,0.00255540865609715
"197",0,NA,NA,-13.7963931054832,NA,NA,NA,6.71984156033576,-4.68654330986848,NA,NA,5,-133.122834629532,276.268570022422,5.37758865008391,0.00254840373597823
"359",0,NA,2.88891456528628,-12.8390750592989,NA,NA,0.443575922510073,9.76677166637192,NA,4.67101689761837,NA,7,-131.113931769263,276.270644287189,5.37966291485071,0.00254576207405102
"862",0,-3.29807541738216,NA,-12.8940730886882,2.33410968432741,1.53397121831307,NA,5.73169050819162,NA,4.73143344565055,-1.11292287868238,9,-129.103729975483,276.276267290416,5.38528591807824,0.00253861471198961
"216",0,-2.80004328993682,3.81601401013612,-14.6012827802052,NA,-0.194558632249552,NA,7.56877312649138,-5.1302625632409,NA,NA,8,-130.125192721573,276.305410280746,5.41442890840779,0.00250189150577905
"232",0,-2.79849659269604,3.82038074634408,-14.7484206634329,NA,NA,0.307740958293418,7.49083600359793,-5.07404662132254,NA,NA,8,-130.125366000145,276.305756837889,5.41477546555132,0.00250145801915027
"981",0,NA,NA,-13.236335640033,NA,0.579918001211196,NA,8.82807124830489,-4.27738916939485,5.0686954501137,0.956503213042341,8,-130.136479694143,276.327984225886,5.43700285354805,0.00247381149225663
"414",0,-3.05769498101795,NA,-13.1569467104247,4.25294270370286,3.01131125776457,NA,NA,-2.74523556851459,3.5460707419893,NA,8,-130.138529791732,276.332084421063,5.44110304872527,0.00246874513232228
"997",0,NA,NA,-13.1076567680192,NA,NA,0.541529868647799,9.33134806052152,-4.47378876781258,5.01139071930667,0.902497059228215,8,-130.151139927847,276.357304693295,5.46632332095697,0.00243780938211646
"382",0,-2.7680675023687,NA,-12.9324436382398,2.42114143156983,1.63802744151606,1.28267302356791,5.82141447657728,NA,4.82670518422122,NA,9,-129.172493581667,276.413794502784,5.5228131304454,0.00236991700865254
"872",0,-3.39255874258357,2.90768776974065,-12.9372152056539,NA,NA,0.368290369248585,9.21566273157123,NA,4.61371683413473,-1.29848675570357,9,-129.180193133216,276.429193605881,5.53821223354282,0.0023517397785385
"78",0,-2.76712259567549,NA,-12.5006709154411,2.85281460215529,NA,NA,3.79144426561759,NA,NA,NA,6,-132.201204437739,276.434482185901,5.5435008135629,0.00234552931129292
"400",0,-3.07010063401388,2.59789619624477,-12.330638359846,6.37465780914776,NA,NA,NA,-3.69588609080746,2.462465778949,NA,8,-130.190228787715,276.43548241303,5.54450104069235,0.00234435657354335
"880",0,-3.43285646750987,4.66017140571847,-13.1708070371107,4.37290437280381,NA,1.7497033086591,9.72855160163109,NA,4.13691758255141,-1.25941937518921,10,-128.177096008069,276.438322035258,5.54734066291979,0.00234103039185933
"214",0,-2.85696500629018,NA,-13.6450265990155,NA,-0.241509588485199,NA,6.18108287778062,-4.79677477788633,NA,NA,7,-131.239441998264,276.521664745192,5.6306833728537,0.00224548114312898
"230",0,-2.85470121542726,NA,-13.8013886094264,NA,NA,0.3870929352505,6.08312667579943,-4.72790054643365,NA,NA,7,-131.239456215626,276.521693179915,5.63071180757737,0.00224544921853802
"878",0,-3.33312563611513,NA,-12.395188801318,2.65002527924316,NA,1.41835678657308,6.76148881952128,NA,4.56472423252544,-1.26426755668404,9,-129.236057006886,276.540921353222,5.64993998088431,0.00222396471758725
"501",0,NA,NA,-13.4480622399316,NA,0.419107470737508,0.605914208255022,9.2104213392506,-4.36152435859389,4.9341999933953,NA,8,-130.256849248117,276.568723333835,5.67774196149685,0.00219326329011682
"1014",0,-3.42098029093427,NA,-13.564534610606,NA,0.290861355811382,0.52343608375123,8.69204580546972,-4.50938068127328,4.88958459230483,-1.23595668966707,10,-128.267117293925,276.61836460697,5.72738323463238,0.00213949513931719
"983",0,NA,3.26948114598572,-13.8667002976806,NA,0.620792275998989,NA,9.84527670720617,-4.5873507074136,4.81380677338539,0.820295092510226,9,-129.28777061382,276.644348567089,5.75336719475047,0.00211187864604716
"999",0,NA,3.26494476289585,-13.7435379115306,NA,NA,0.616912156480836,10.3948841169238,-4.80096253456397,4.7479054104674,0.760148756525543,9,-129.304156429955,276.677120199359,5.78613882702138,0.00207755576303446
"272",0,-3.08160752475366,2.34122566433246,-11.5495648169942,6.17940390229055,NA,NA,NA,NA,2.81206703410116,NA,7,-131.317473789381,276.677728327426,5.78674695508789,0.00207692414908025
"278",0,-3.31504318218665,NA,-14.1853409267597,NA,5.58790814167151,NA,NA,NA,3.95198347277162,NA,6,-132.343287669712,276.718648649847,5.82766727750874,0.00203486171558479
"96",0,-3.00379551572066,6.23277568490909,-14.4166125778638,5.49994035699723,1.74638561881465,NA,8.76989241808858,NA,NA,NA,8,-130.33282670674,276.720678251081,5.82969687874248,0.00203279778407717
"16",0,-2.97166847030719,2.95641176169846,-11.9717686026474,5.72506955066481,NA,NA,NA,NA,NA,NA,6,-132.348028753564,276.728130817553,5.83714944521461,0.00202523709914727
"592",0,-3.62912442794373,5.75454208069418,-13.7722828293235,5.26302041177866,NA,NA,8.81571035611657,NA,NA,-1.53731331482503,8,-130.344895744388,276.744816326377,5.85383495403858,0.00200841132763434
"853",0,NA,NA,-13.0915198704682,NA,1.97222837423239,NA,7.35217631786363,NA,5.16633644165318,1.15564719814843,7,-131.354508681974,276.751798112612,5.86081674027355,0.00200141240171239
"718",0,-3.54065097161012,NA,-13.5191566984092,2.68354177969541,NA,NA,4.46729295232372,-4.42856424128721,NA,-1.76863143761266,8,-130.353003200862,276.761031239324,5.87004986698605,0.00199219404948374
"205",0,NA,NA,-13.2843381660202,2.93065624702445,NA,NA,4.76474905790626,-4.40479537514804,NA,NA,6,-132.388215968332,276.808505247088,5.91752387474958,0.00194546216329789
"503",0,NA,3.33966676864854,-14.1133375581129,NA,0.493338897245614,0.698849757228149,10.2064636749067,-4.66508605750401,4.68938407499509,NA,9,-129.370471093555,276.809749526559,5.91876815422097,0.00194425219040695
"1016",0,-3.44339273816553,3.36993611336586,-14.3342435162455,NA,0.366659020216548,0.619184931024582,9.748090615347,-4.81097919425372,4.62884366128361,-1.3745825558697,11,-127.379479941892,276.859954528008,5.9689731556698,0.00189605407590969
"1007",0,NA,3.96396565531531,-13.5505548331112,3.30757797396899,NA,1.81131055556799,8.64458891159465,-4.55233819443052,4.40544818699276,0.563658970485001,10,-128.426505994639,276.937142008398,6.04616063605988,0.00182427233008204
"416",0,-3.0018082592788,2.87867420094941,-13.7702241031393,5.13482807926378,3.26294734733647,NA,NA,-2.7990484161766,3.23149229732051,NA,9,-129.466625452376,277.002058244201,6.11107687186256,0.00176601053280398
"79",0,NA,5.49529122252342,-13.59156664982,5.205323185504,NA,NA,8.54689939882464,NA,NA,NA,6,-132.485225395095,277.002524100615,6.11154272827645,0.00176559922704135
"112",0,-2.95839099632257,6.0035319297404,-13.930984122165,5.76184998314112,NA,1.7752992014123,9.64291830765788,NA,NA,NA,8,-130.474412970773,277.003850779146,6.11286940680816,0.001764428424109
